url,categoria,nombre,variante,sku,precio_lista,precio_transferencia,stock,disponible,descripcion,imagen
https://carlosisla.com.ar/productos/cano-estructural-rectangular-x-6-metros-snfk8,Siderometalúrgico > Estructurales > Rectangular,CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS,"100 x 60 mm / 2,00 mm",004830,104691.02,94221.92,57,True,"Comprá online CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS por $13.511,40. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/estructural-rectang-d700e662cd221eb7bf17660025764959-1024-1024.webp
https://carlosisla.com.ar/productos/cano-estructural-rectangular-x-6-metros-snfk8,Siderometalúrgico > Estructurales > Rectangular,CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS,"53 x 25 mm / 1,25 mm",005062,32868.8,29581.92,234,True,"Comprá online CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS por $13.511,40. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/estructural-rectang-d700e662cd221eb7bf17660025764959-1024-1024.webp
https://carlosisla.com.ar/productos/cano-estructural-rectangular-x-6-metros-snfk8,Siderometalúrgico > Estructurales > Rectangular,CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS,"100 x 80 mm / 2,00 mm",004832,119067.39,107160.65,40,True,"Comprá online CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS por $13.511,40. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/estructural-rectang-d700e662cd221eb7bf17660025764959-1024-1024.webp
https://carlosisla.com.ar/productos/cano-estructural-rectangular-x-6-metros-snfk8,Siderometalúrgico > Estructurales > Rectangular,CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS,"100 x 40 mm / 2,00 mm",004828,88763.66,79887.29,56,True,"Comprá online CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS por $13.511,40. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/estructural-rectang-d700e662cd221eb7bf17660025764959-1024-1024.webp
https://carlosisla.com.ar/productos/cano-estructural-rectangular-x-6-metros-snfk8,Siderometalúrgico > Estructurales > Rectangular,CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS,"80 x 40 mm / 1,60 mm",005098/A,70480.02,63432.02,210,True,"Comprá online CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS por $13.511,40. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/estructural-rectang-d700e662cd221eb7bf17660025764959-1024-1024.webp
https://carlosisla.com.ar/productos/cano-estructural-rectangular-x-6-metros-snfk8,Siderometalúrgico > Estructurales > Rectangular,CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS,"50 x 40 mm / 1,60 mm",005097/A,51599.85,46439.87,305,True,"Comprá online CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS por $13.511,40. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/estructural-rectang-d700e662cd221eb7bf17660025764959-1024-1024.webp
https://carlosisla.com.ar/productos/cano-estructural-rectangular-x-6-metros-snfk8,Siderometalúrgico > Estructurales > Rectangular,CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS,"100 x 60 mm / 3,2 mm",004831,162405.29,146164.76,59,True,"Comprá online CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS por $13.511,40. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/estructural-rectang-d700e662cd221eb7bf17660025764959-1024-1024.webp
https://carlosisla.com.ar/productos/cano-estructural-rectangular-x-6-metros-snfk8,Siderometalúrgico > Estructurales > Rectangular,CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS,"120 x 40 mm / 3,2 mm",004831/A,161092.93,144983.64,124,True,"Comprá online CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS por $13.511,40. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/estructural-rectang-d700e662cd221eb7bf17660025764959-1024-1024.webp
https://carlosisla.com.ar/productos/cano-estructural-rectangular-x-6-metros-snfk8,Siderometalúrgico > Estructurales > Rectangular,CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS,"50 x 30 mm / 2,00 mm",005039/A,51868.28,46681.45,144,True,"Comprá online CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS por $13.511,40. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/estructural-rectang-d700e662cd221eb7bf17660025764959-1024-1024.webp
https://carlosisla.com.ar/productos/cano-estructural-rectangular-x-6-metros-snfk8,Siderometalúrgico > Estructurales > Rectangular,CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS,"120 x 60 mm / 3,2 mm",004831/B,189010.53,170109.48,51,True,"Comprá online CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS por $13.511,40. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/estructural-rectang-d700e662cd221eb7bf17660025764959-1024-1024.webp
https://carlosisla.com.ar/productos/cano-estructural-rectangular-x-6-metros-snfk8,Siderometalúrgico > Estructurales > Rectangular,CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS,"120 x 40 mm / 2,00 mm",004031/D,108091.24,97282.12,87,True,"Comprá online CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS por $13.511,40. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/estructural-rectang-d700e662cd221eb7bf17660025764959-1024-1024.webp
https://carlosisla.com.ar/productos/cano-estructural-rectangular-x-6-metros-snfk8,Siderometalúrgico > Estructurales > Rectangular,CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS,"80 x 60 mm / 3,2 mm",004032/C,139826.63,125843.97,44,True,"Comprá online CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS por $13.511,40. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/estructural-rectang-d700e662cd221eb7bf17660025764959-1024-1024.webp
https://carlosisla.com.ar/productos/cano-estructural-rectangular-x-6-metros-snfk8,Siderometalúrgico > Estructurales > Rectangular,CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS,"80 x 40 mm / 2,00 mm",004827,77041.85,69337.67,252,True,"Comprá online CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS por $13.511,40. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/estructural-rectang-d700e662cd221eb7bf17660025764959-1024-1024.webp
https://carlosisla.com.ar/productos/cano-estructural-rectangular-x-6-metros-snfk8,Siderometalúrgico > Estructurales > Rectangular,CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS,"50 x 30 mm / 1,60 mm",005097/B,46529.34,41876.41,298,True,"Comprá online CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS por $13.511,40. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/estructural-rectang-d700e662cd221eb7bf17660025764959-1024-1024.webp
https://carlosisla.com.ar/productos/cano-estructural-rectangular-x-6-metros-snfk8,Siderometalúrgico > Estructurales > Rectangular,CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS,"120 x 60 mm / 2,00 mm",004829,120111.32,108100.19,21,True,"Comprá online CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS por $13.511,40. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/estructural-rectang-d700e662cd221eb7bf17660025764959-1024-1024.webp
https://carlosisla.com.ar/productos/cano-estructural-rectangular-x-6-metros-snfk8,Siderometalúrgico > Estructurales > Rectangular,CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS,"100 x 80 mm / 6,35 mm",004834/B,422512.22,380261.0,0,False,"Comprá online CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS por $13.511,40. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/estructural-rectang-d700e662cd221eb7bf17660025764959-1024-1024.webp
https://carlosisla.com.ar/productos/cano-estructural-rectangular-x-6-metros-snfk8,Siderometalúrgico > Estructurales > Rectangular,CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS,"80 x 40 mm / 3,2 mm",004831/D,117576.06,105818.45,74,True,"Comprá online CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS por $13.511,40. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/estructural-rectang-d700e662cd221eb7bf17660025764959-1024-1024.webp
https://carlosisla.com.ar/productos/cano-estructural-rectangular-x-6-metros-snfk8,Siderometalúrgico > Estructurales > Rectangular,CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS,"70 x 50 mm / 2,00 mm",005061/A,78801.61,70921.45,100,True,"Comprá online CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS por $13.511,40. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/estructural-rectang-d700e662cd221eb7bf17660025764959-1024-1024.webp
https://carlosisla.com.ar/productos/cano-estructural-rectangular-x-6-metros-snfk8,Siderometalúrgico > Estructurales > Rectangular,CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS,"100 x 50 mm / 1,60 mm",005096/A,87749.56,78974.6,179,True,"Comprá online CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS por $13.511,40. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/estructural-rectang-d700e662cd221eb7bf17660025764959-1024-1024.webp
https://carlosisla.com.ar/productos/cano-estructural-rectangular-x-6-metros-snfk8,Siderometalúrgico > Estructurales > Rectangular,CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS,"100 x 60 mm / 1,60 mm",004831/E,92879.72,83591.75,171,True,"Comprá online CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS por $13.511,40. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/estructural-rectang-d700e662cd221eb7bf17660025764959-1024-1024.webp
https://carlosisla.com.ar/productos/cano-estructural-rectangular-x-6-metros-snfk8,Siderometalúrgico > Estructurales > Rectangular,CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS,"40 x 20 mm / 2,00 mm",004831/F,38207.75,34386.98,387,True,"Comprá online CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS por $13.511,40. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/estructural-rectang-d700e662cd221eb7bf17660025764959-1024-1024.webp
https://carlosisla.com.ar/productos/cano-estructural-rectangular-x-6-metros-snfk8,Siderometalúrgico > Estructurales > Rectangular,CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS,"60 x 40 mm / 3,2 mm",005098/B,96518.55,86866.7,102,True,"Comprá online CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS por $13.511,40. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/estructural-rectang-d700e662cd221eb7bf17660025764959-1024-1024.webp
https://carlosisla.com.ar/productos/cano-estructural-rectangular-x-6-metros-snfk8,Siderometalúrgico > Estructurales > Rectangular,CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS,"70 x 30 mm / 1,60 mm",005053/A,57445.84,51701.26,94,True,"Comprá online CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS por $13.511,40. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/estructural-rectang-d700e662cd221eb7bf17660025764959-1024-1024.webp
https://carlosisla.com.ar/productos/cano-estructural-rectangular-x-6-metros-snfk8,Siderometalúrgico > Estructurales > Rectangular,CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS,"100 x 40 mm / 1,60 mm",005096/B,81068.43,72961.59,179,True,"Comprá online CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS por $13.511,40. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/estructural-rectang-d700e662cd221eb7bf17660025764959-1024-1024.webp
https://carlosisla.com.ar/productos/cano-estructural-rectangular-x-6-metros-snfk8,Siderometalúrgico > Estructurales > Rectangular,CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS,"30 x 20 mm / 2,00 mm",005041/B,31795.05,28615.55,423,True,"Comprá online CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS por $13.511,40. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/estructural-rectang-d700e662cd221eb7bf17660025764959-1024-1024.webp
https://carlosisla.com.ar/productos/cano-estructural-rectangular-x-6-metros-snfk8,Siderometalúrgico > Estructurales > Rectangular,CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS,"60 x 20 mm / 1,60 mm",005097/C,46946.91,42252.22,383,True,"Comprá online CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS por $13.511,40. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/estructural-rectang-d700e662cd221eb7bf17660025764959-1024-1024.webp
https://carlosisla.com.ar/productos/cano-estructural-rectangular-x-6-metros-snfk8,Siderometalúrgico > Estructurales > Rectangular,CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS,"60 x 30 mm / 1,60 mm",005097/D,51748.98,46574.08,172,True,"Comprá online CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS por $13.511,40. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/estructural-rectang-d700e662cd221eb7bf17660025764959-1024-1024.webp
https://carlosisla.com.ar/productos/cano-estructural-rectangular-x-6-metros-snfk8,Siderometalúrgico > Estructurales > Rectangular,CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS,"30 x 20 mm / 1,60 mm",005041/A,28066.74,25260.07,1303,True,"Comprá online CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS por $13.511,40. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/estructural-rectang-d700e662cd221eb7bf17660025764959-1024-1024.webp
https://carlosisla.com.ar/productos/cano-estructural-rectangular-x-6-metros-snfk8,Siderometalúrgico > Estructurales > Rectangular,CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS,"100 x 50 mm / 3,2 mm",005096/C,151399.31,136259.38,100,True,"Comprá online CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS por $13.511,40. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/estructural-rectang-d700e662cd221eb7bf17660025764959-1024-1024.webp
https://carlosisla.com.ar/productos/cano-estructural-rectangular-x-6-metros-snfk8,Siderometalúrgico > Estructurales > Rectangular,CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS,"100 x 40 mm / 3,2 mm",004828/A,136038.67,122434.8,23,True,"Comprá online CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS por $13.511,40. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/estructural-rectang-d700e662cd221eb7bf17660025764959-1024-1024.webp
https://carlosisla.com.ar/productos/cano-estructural-rectangular-x-6-metros-snfk8,Siderometalúrgico > Estructurales > Rectangular,CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS,"50 x 20 mm / 1,60 mm",005044/C,39728.9,35756.01,319,True,"Comprá online CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS por $13.511,40. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/estructural-rectang-d700e662cd221eb7bf17660025764959-1024-1024.webp
https://carlosisla.com.ar/productos/cano-estructural-rectangular-x-6-metros-snfk8,Siderometalúrgico > Estructurales > Rectangular,CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS,"120 x 60 mm / 6,35 mm",004831/H,416017.83,374416.05,8,True,"Comprá online CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS por $13.511,40. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/estructural-rectang-d700e662cd221eb7bf17660025764959-1024-1024.webp
https://carlosisla.com.ar/productos/cano-estructural-rectangular-x-6-metros-snfk8,Siderometalúrgico > Estructurales > Rectangular,CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS,"100 x 50 mm / 2,00 mm",005096/D,99441.55,89497.4,70,True,"Comprá online CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS por $13.511,40. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/estructural-rectang-d700e662cd221eb7bf17660025764959-1024-1024.webp
https://carlosisla.com.ar/productos/cano-estructural-rectangular-x-6-metros-snfk8,Siderometalúrgico > Estructurales > Rectangular,CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS,"60 x 40 mm / 2,00 mm",005098/C,64783.16,58304.84,121,True,"Comprá online CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS por $13.511,40. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/estructural-rectang-d700e662cd221eb7bf17660025764959-1024-1024.webp
https://carlosisla.com.ar/productos/cano-estructural-rectangular-x-6-metros-snfk8,Siderometalúrgico > Estructurales > Rectangular,CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS,"60 x 30 mm / 2,00 mm",005098/D,56551.04,50895.94,116,True,"Comprá online CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS por $13.511,40. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/estructural-rectang-d700e662cd221eb7bf17660025764959-1024-1024.webp
https://carlosisla.com.ar/productos/cano-estructural-rectangular-x-6-metros-snfk8,Siderometalúrgico > Estructurales > Rectangular,CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS,"70 x 30 mm / 2,00 mm",005061/B,64783.16,58304.84,225,True,"Comprá online CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS por $13.511,40. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/estructural-rectang-d700e662cd221eb7bf17660025764959-1024-1024.webp
https://carlosisla.com.ar/productos/cano-estructural-rectangular-x-6-metros-snfk8,Siderometalúrgico > Estructurales > Rectangular,CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS,"150 x 50 mm / 3,2 mm",004831/I,198107.61,178296.85,53,True,"Comprá online CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS por $13.511,40. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/estructural-rectang-d700e662cd221eb7bf17660025764959-1024-1024.webp
https://carlosisla.com.ar/productos/cano-estructural-rectangular-x-6-metros-snfk8,Siderometalúrgico > Estructurales > Rectangular,CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS,"140 x 60 mm / 3,2 mm",004831/J,219344.08,197409.67,28,True,"Comprá online CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS por $13.511,40. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/estructural-rectang-d700e662cd221eb7bf17660025764959-1024-1024.webp
https://carlosisla.com.ar/productos/cano-estructural-rectangular-x-6-metros-snfk8,Siderometalúrgico > Estructurales > Rectangular,CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS,"100 x 50 mm / 4,75 mm",004831/K,247598.6,222838.74,24,True,"Comprá online CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS por $13.511,40. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/estructural-rectang-d700e662cd221eb7bf17660025764959-1024-1024.webp
https://carlosisla.com.ar/productos/cano-estructural-rectangular-x-6-metros-snfk8,Siderometalúrgico > Estructurales > Rectangular,CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS,"50 x 20 mm / 2,00 mm",005044/D,42890.51,38601.46,378,True,"Comprá online CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS por $13.511,40. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/estructural-rectang-d700e662cd221eb7bf17660025764959-1024-1024.webp
https://carlosisla.com.ar/productos/cano-estructural-rectangular-x-6-metros-snfk8,Siderometalúrgico > Estructurales > Rectangular,CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS,"120 x 40 mm / 1,60 mm",004831/L,97234.39,87510.95,1,True,"Comprá online CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS por $13.511,40. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/estructural-rectang-d700e662cd221eb7bf17660025764959-1024-1024.webp
https://carlosisla.com.ar/productos/cano-estructural-rectangular-x-6-metros-snfk8,Siderometalúrgico > Estructurales > Rectangular,CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS,"40 x 10 mm / 1,25 mm",005039/B,21624.21,19461.79,284,True,"Comprá online CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS por $13.511,40. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/estructural-rectang-d700e662cd221eb7bf17660025764959-1024-1024.webp
https://carlosisla.com.ar/productos/cano-estructural-rectangular-x-6-metros-snfk8,Siderometalúrgico > Estructurales > Rectangular,CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS,"70 x 50 mm / 1,60 mm",005098/E,69913.32,62921.99,105,True,"Comprá online CAÑO ESTRUCTURAL RECTANGULAR X 6 METROS por $13.511,40. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/estructural-rectang-d700e662cd221eb7bf17660025764959-1024-1024.webp
https://carlosisla.com.ar/productos/mallas-sima-construccion-7r1cn,Siderometalúrgico > Hierros y Mallas > Mallas,MALLAS SIMA / CONSTRUCCION,"Q LIVIANA 150 x 150 x Ø 3,8 mm (6 x 2 mts)",3306264,42950.84,38655.76,1791,True,"Comprá online MALLAS SIMA / CONSTRUCCION por $42.950,84. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/mallasima-b5f196cc765f7a0e9417660022392148-1024-1024.webp
https://carlosisla.com.ar/productos/mallas-sima-construccion-7r1cn,Siderometalúrgico > Hierros y Mallas > Mallas,MALLAS SIMA / CONSTRUCCION,"Q 131 150 x 150 x Ø 5,0 mm (6 x 2.40 mts)",005643/C,89843.02,80858.72,2816,True,"Comprá online MALLAS SIMA / CONSTRUCCION por $42.950,84. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/mallasima-b5f196cc765f7a0e9417660022392148-1024-1024.webp
https://carlosisla.com.ar/productos/mallas-sima-construccion-7r1cn,Siderometalúrgico > Hierros y Mallas > Mallas,MALLAS SIMA / CONSTRUCCION,"Q 188 150 x 150 x Ø 6,0 mm (6 x 2.40mts)",005643/D,124250.7,111825.63,1393,True,"Comprá online MALLAS SIMA / CONSTRUCCION por $42.950,84. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/mallasima-b5f196cc765f7a0e9417660022392148-1024-1024.webp
https://carlosisla.com.ar/productos/mallas-sima-construccion-7r1cn,Siderometalúrgico > Hierros y Mallas > Mallas,MALLAS SIMA / CONSTRUCCION,"Q 196 100 x 100 x Ø 5,5 mm (6 x 2.40mts)",005644/A,180120.3,162108.27,36,True,"Comprá online MALLAS SIMA / CONSTRUCCION por $42.950,84. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/mallasima-b5f196cc765f7a0e9417660022392148-1024-1024.webp
https://carlosisla.com.ar/productos/mallas-sima-construccion-7r1cn,Siderometalúrgico > Hierros y Mallas > Mallas,MALLAS SIMA / CONSTRUCCION,Q 335 150 x 150 x Ø 8 mm (6 x 2.40mts),005645/I,230576.35,207518.72,688,True,"Comprá online MALLAS SIMA / CONSTRUCCION por $42.950,84. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/mallasima-b5f196cc765f7a0e9417660022392148-1024-1024.webp
https://carlosisla.com.ar/productos/mallas-sima-construccion-7r1cn,Siderometalúrgico > Hierros y Mallas > Mallas,MALLAS SIMA / CONSTRUCCION,Q 524 150 x 150 x Ø 10 mm (6 x 2.40mts),005645/H,359315.15,323383.64,83,True,"Comprá online MALLAS SIMA / CONSTRUCCION por $42.950,84. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/mallasima-b5f196cc765f7a0e9417660022392148-1024-1024.webp
https://carlosisla.com.ar/productos/mallas-sima-construccion-7r1cn,Siderometalúrgico > Hierros y Mallas > Mallas,MALLAS SIMA / CONSTRUCCION,Q 754 150 x 150 x Ø 12 mm (6 x 2.40mts),005645/E,760804.61,684724.15,73,True,"Comprá online MALLAS SIMA / CONSTRUCCION por $42.950,84. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/mallasima-b5f196cc765f7a0e9417660022392148-1024-1024.webp
https://carlosisla.com.ar/productos/mallas-sima-construccion-7r1cn,Siderometalúrgico > Hierros y Mallas > Mallas,MALLAS SIMA / CONSTRUCCION,"R 131 150 x 250 x Ø 5,0 mm (6 x 2.40mts)",005640/E,71740.15,64566.14,2218,True,"Comprá online MALLAS SIMA / CONSTRUCCION por $42.950,84. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/mallasima-b5f196cc765f7a0e9417660022392148-1024-1024.webp
https://carlosisla.com.ar/productos/hierro-torsionado-x-12-metros-mu2j9,Siderometalúrgico > Hierros y Mallas > Torsionados,HIERRO TORSIONADO X 12 METROS,Ø 6,005503/P,6511.08,5859.97,34281,True,"Comprá online HIERRO TORSIONADO X 12 METROS por $6.511,08. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/hierro-tor-5b6058d1c57948a9d017660023137008-1024-1024.webp
https://carlosisla.com.ar/productos/hierro-torsionado-x-12-metros-mu2j9,Siderometalúrgico > Hierros y Mallas > Torsionados,HIERRO TORSIONADO X 12 METROS,Ø 8,005505/P,11559.7,10403.73,26604,True,"Comprá online HIERRO TORSIONADO X 12 METROS por $6.511,08. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/hierro-tor-5b6058d1c57948a9d017660023137008-1024-1024.webp
https://carlosisla.com.ar/productos/hierro-torsionado-x-12-metros-mu2j9,Siderometalúrgico > Hierros y Mallas > Torsionados,HIERRO TORSIONADO X 12 METROS,Ø 10,005507/P,18047.88,16243.09,26400,True,"Comprá online HIERRO TORSIONADO X 12 METROS por $6.511,08. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/hierro-tor-5b6058d1c57948a9d017660023137008-1024-1024.webp
https://carlosisla.com.ar/productos/hierro-torsionado-x-12-metros-mu2j9,Siderometalúrgico > Hierros y Mallas > Torsionados,HIERRO TORSIONADO X 12 METROS,Ø 12,005509/P,25740.45,23166.41,15889,True,"Comprá online HIERRO TORSIONADO X 12 METROS por $6.511,08. Hacé tu pedido y pagalo online.",https://acdn-us.mitiendanube.com/stores/001/164/733/products/hierro-tor-5b6058d1c57948a9d017660023137008-1024-1024.webp
